"OECD (2015), Medical graduates (indicator). doi: 10.1787/ac5bd5d3-en (Accessed on 30 June 2015)"
https://data.oecd.org/healthres/medical-graduates.htm#indicator-chart
"Flags: .. Not available; | Break in series; e Estimated value; f Forecast value; x Not applicable; p Provisional data; s Strike; - Nil"
"Information on data for Israel: http://oe.cd/israel-disclaimer"
"Disclaimer and Terms and Conditions: http://www.oecd.org/termsandconditions/"

"Medical graduates, Total, Per 100 000 inhabitants"

Location,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,"1980 Flags","1981 Flags","1982 Flags","1983 Flags","1984 Flags","1985 Flags","1986 Flags","1987 Flags","1988 Flags","1989 Flags","1990 Flags","1991 Flags","1992 Flags","1993 Flags","1994 Flags","1995 Flags","1996 Flags","1997 Flags","1998 Flags","1999 Flags","2000 Flags","2001 Flags","2002 Flags","2003 Flags","2004 Flags","2005 Flags","2006 Flags","2007 Flags","2008 Flags","2009 Flags","2010 Flags","2011 Flags","2012 Flags","2013 Flags"
Greece,12.4000,11.8400,9.6400,9.9500,8.8600,8.5500,,,,,,,,13.0700,12.4500,13.2600,12.7100,13.3500,11.3200,11.9300,,12.6800,,,,13.2700,14.6900,14.3200,,,,,,,,,,,,,..,..,..,..,..,..,..,,,,,,,,..,,..,..,..,,,,..,..,..,..,..,..
Hungary,,,,,9.2200,9.3800,8.8300,9.2200,9.0700,8.7700,8.6300,9.3800,9.0400,9.5300,9.4400,9.7000,9.8400,9.4800,7.7000,9.0800,9.2500,9.9500,10.2100,9.6300,11.1200,11.4100,10.6100,9.9900,9.5600,9.2100,10.4000,11.5100,13.8500,,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..
Iceland,15.7800,13.4300,17.1000,19.4100,19.2100,21.5400,24.6700,18.7100,20.8200,15.8200,14.9100,10.8600,11.4900,16.3000,15.4100,12.3400,13.7600,15.4900,10.9500,13.7000,11.7400,11.9300,13.2200,10.3600,11.9800,14.8300,13.1700,11.5500,15.4400,11.6200,13.8300,13.7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..
Ireland,13.6500,13.4700,14.0000,13.3600,13.1900,12.4400,12.1800,12.5100,11.5500,12.6200,12.2100,12.0300,12.1700,12.5300,12.1700,12.8600,14.3000,14.1300,13.9300,13.5600,14.3500,14.2800,14.4500,15.2100,15.6700,14.2800,15.0000,16.5000,14.9900,15.9200,17.2100,16.1200,17.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..
Israel,,,,,,,,5.9700,6.0600,5.0500,6.6300,5.2700,5.5000,5.0600,5.3200,4.0000,4.1300,4.9900,5.7800,5.6800,5.4900,4.2700,4.6600,4.5300,4.9500,4.5000,4.3900,4.1200,4.4500,4.0100,4.1200,4.8500,3.8400,,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,..
Italy,25.2800,,26.8300,,24.8200,23.1100,23.0600,,20.4300,20.2500,18.4000,16.9100,15.3500,13.6600,12.8100,11.9900,11.5200,10.7100,11.0300,11.8500,11.5100,11.2600,12.2700,12.7100,11.4700,11.0700,10.5700,11.6600,11.5500,11.3100,11.3600,11.2800,11.1400,,,..,,..,,,,..,,,,,,,,,,,,,,,,,,,,,,,,,,..
Japan,5.7200,6.1100,6.2000,6.2300,6.7900,6.6300,6.6900,6.7800,6.7000,6.5900,6.6600,6.5600,6.3500,6.5300,6.5500,6.2900,6.1300,6.2500,5.9900,6.0900,5.9000,5.8100,6.0800,6.0000,5.9200,5.7900,5.9800,5.9800,5.8200,5.9300,5.9500,5.9700,5.8800,6.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,,,,,,,,,,,,,,,,,,,,7.6700,7.5100,7.9400,8.4300,9.3400,8.7100,9.0600,8.2100,8.9600,9.1000,9.0500,8.2200,8.0200,8.1900,7.9800,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,,,,,,,,,,,8.8400,8.5400,9.6700,9.2100,10.2700,10.8600,9.8000,10.8700,11.6000,11.1900,11.2100,11.4400,11.6300,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,..
Netherlands,,,,10.1600,10.3000,10.1200,,11.8600,12.0500,11.0100,9.7000,9.1200,8.4700,7.8500,7.9800,7.8700,9.1000,9.4000,8.8000,10.0100,8.9000,8.8700,9.7300,10.1900,10.4700,10.7600,11.2700,12.3200,12.3000,12.5500,13.7000,14.5500,14.6800,,..,..,..,,,,..,,,,,,,,,,,,,,,,,,,,,,,,,,,..
"New Zealand",7.3500,9.2300,9.1300,8.8400,9.1500,7.6100,6.8900,6.8800,7.0600,6.9100,8.4400,7.6400,7.7900,7.9500,8.0100,7.0200,7.0700,7.0300,6.5800,7.0400,7.4100,6.9800,7.2200,7.5000,6.9500,7.1800,6.8600,6.7200,7.2100,7.8100,7.2600,7.9700,7.8500,8.4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,8.3200,8.0700,9.0600,8.5300,8.8200,7.7100,8.4200,7.3300,7.8600,6.7700,6.5800,6.5000,6.5800,6.9100,7.1000,7.3200,6.9200,7.0800,7.4500,9.0300,9.0800,9.1700,8.3300,10.1200,10.1300,10.1000,9.8900,10.5500,10.4000,10.6900,11.2700,11.4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..
Poland,9.4900,10.0300,9.9900,9.7900,9.9300,9.7100,9.2700,8.5600,8.3400,7.9500,8.5500,8.9900,9.8800,10.4500,9.5300,10.7000,9.5000,8.0200,6.7900,5.9500,6.0300,6.4400,6.6300,6.5700,6.8200,6.1500,6.0500,6.6900,7.1500,7.3100,8.0700,8.6900,9.2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..
Portugal,,,,,,8.5300,9.2200,8.3000,7.1700,6.7000,4.7600,4.0800,3.2500,3.6300,4.0600,4.0800,4.8900,5.0000,5.1300,5.4400,5.8700,5.7200,5.2900,5.7700,6.6200,7.0100,7.7200,9.7600,10.4300,10.6500,11.9400,12.1900,13.2600,,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..
"Slovak Republic",13.7200,,14.0100,,9.2400,8.9500,8.4500,8.8600,7.7900,8.1500,7.6200,8.3500,8.1400,10.7600,10.8700,12.7800,16.9400,12.0900,11.0600,10.9700,10.8000,9.8300,9.9300,10.6600,10.6100,10.3700,9.4700,9.9500,8.5100,7.8200,10.7000,10.9300,11.4800,12.7500,,..,,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,7.8400,,6.7500,,6.6200,4.4800,4.6800,6.9400,6.6700,5.5100,7.3100,5.9000,5.2600,6.2300,5.4300,7.7400,7.0900,5.9900,6.3100,6.8600,5.2800,6.1200,7.5700,8.1700,7.6100,8.1000,6.3800,6.3900,8.6100,7.9400,11.1800,10.0300,12.9300,,,..,,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..
Spain,20.7100,23.6000,27.7800,27.1600,19.0300,20.4500,18.2000,17.3500,14.5200,13.8000,13.4400,13.3600,12.6200,11.3100,11.8000,11.6000,10.4600,11.0300,12.2100,10.8300,10.4900,10.0500,9.8900,9.5000,9.8100,9.3100,8.9000,8.4900,8.5300,8.3700,9.2300,8.9800,9.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..
Sweden,10.4600,10.8300,11.5300,12.5300,11.1900,10.3500,10.2300,10.7100,9.5500,10.0400,8.2500,8.7500,8.1600,8.6000,7.7100,8.7300,7.9600,9.6500,8.7100,9.4200,9.0600,9.1300,8.6800,9.3500,8.8700,8.9000,10.0200,10.1900,10.2600,10.6800,8.5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..
Switzerland,13.4700,14.0500,13.9300,13.6000,12.9300,14.0500,13.4100,13.7500,12.9500,11.1300,12.1700,10.3800,10.2200,9.5600,9.7200,9.6700,10.6500,10.7200,10.8900,11.4900,10.5200,10.8400,9.6200,8.5200,9.1300,8.3600,7.9400,8.1000,8.7200,9.4100,10.3900,9.4000,9.7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..
Turkey,3.7900,3.9300,4.0800,4.6400,4.8400,4.3100,4.6200,5.4200,6.1300,7.3400,8.0100,8.1000,8.5300,8.1900,8.0600,7.7600,6.6600,6.6600,6.7600,6.7300,7.5800,7.5700,7.1100,6.2400,6.3100,6.2400,6.2100,6.9800,6.8600,6.6000,6.9500,6.9200,6.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..
"United Kingdom",,,,,,,,8.1700,7.7900,7.4500,6.3500,6.1400,6.3300,6.3000,6.4200,6.5500,6.6800,6.8500,7.2700,7.0800,7.5300,7.2200,7.5000,7.7800,8.0100,8.5700,9.1600,10.1200,11.1200,11.3000,11.3100,11.4300,11.2800,,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,..
"United States",7.1200,7.3100,7.3500,7.3200,7.4800,7.4800,7.3600,7.1900,7.1500,6.9800,6.7800,6.7000,6.5800,6.5700,6.5600,6.6600,6.6100,6.5600,6.5400,6.5100,6.3800,6.4200,6.3300,6.2500,6.3300,6.2700,6.2500,6.3500,6.4200,6.7000,6.6200,6.9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..
